codigo,nombre,temperatura,luminosidad,saturacion,familia_visual,estilos_recomendados,ambientes_recomendados,combina_con,contrasta_con,descripcion_tecnica,nivel_luminosidad,nivel_saturacion,sensacion_visual
54BG 56/236,Día de Spa,Frío,6,6,Azulado,Contemporáneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (6/10) y saturación media (6/10) que equilibra el espacio.,Medio,Media,Suave;Frío;Sereno;Natural
30BB 73/052,Diente de León Claro,Frío,7,3,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
50BG 18/350,Dulce Zafiro,Frío,3,10,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación muy alta (10/10) que genera profundidad.,Bajo,Muy Alta,Profundo;Frío;Sereno;Alegre
67BB 22/374,Efecto Amatista,Frío,3,5,Azulado,Industrial;Contemporáneo;Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Frío;Sereno;Natural
70BB 27/201,Eléctrico,Frío,3,3,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,Bajo,Baja,Profundo;Frío;Sereno;Sobrio
49BB 63/056,Encaje Lavanda,Frío,7,2,Azulado,Minimalista;Nórdico;Japandi,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Frío;Sereno
30BB 47/161,Encantamiento,Frío,5,4,Azulado,Industrial;Contemporáneo,Dormitorio;Pasillo;Baño;Home office,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (5/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Frío;Sereno;Natural
50BG 30/384,Ensenada,Frío,4,10,Azulado,Industrial;Contemporáneo;Pop;Maximalista,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (4/10) y saturación muy alta (10/10) que equilibra el espacio.,Bajo,Muy Alta,Suave;Frío;Sereno;Alegre
70BG 13/300,Era de los Jets,Frío,2,10,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy alta (10/10) que genera profundidad.,Muy Bajo,Muy Alta,Profundo;Frío;Sereno;Alegre
69BG 77/076,Era del Hielo,Frío,8,4,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (8/10) y saturación baja (4/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
79BG 66/110,Escarabajo Azul,Frío,7,5,Azulado,Contemporáneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación media (5/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Frío;Sereno
50BB 39/104,Escollera,Frío,4,3,Azulado,Industrial;Contemporáneo,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (4/10) y saturación baja (3/10) que equilibra el espacio.,Bajo,Baja,Suave;Frío;Sereno;Sobrio
30BB 27/236,Espiral Onírica,Frío,3,4,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación baja (4/10) que genera profundidad.,Bajo,Baja,Profundo;Frío;Sereno;Natural
70BB 73/035,Espíritu Naciente,Frío,7,2,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Frío;Sereno
38BG 30/352,Espuma Oceánica,Frío,4,10,Azulado,Industrial;Contemporáneo;Pop;Maximalista,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (4/10) y saturación muy alta (10/10) que equilibra el espacio.,Bajo,Muy Alta,Suave;Frío;Sereno;Alegre
23BB 68/102,Estallido de Lavandas,Frío,7,4,Azulado,Minimalista;Nórdico;Japandi,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación baja (4/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
70BB 59/118,Faceta Azul,Frío,6,4,Azulado,Contemporáneo,Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (6/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Frío;Sereno;Natural
34BG 75/107,Fantasía Denim,Frío,8,5,Azulado,Contemporáneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (8/10) y saturación media (5/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Frío;Sereno
70BB 49/082,Fascinación,Frío,5,2,Azulado,Industrial;Contemporáneo,Dormitorio;Pasillo;Baño;Home office,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (5/10) y saturación muy baja (2/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Frío;Sereno;Sobrio
69BB 17/324,Festival de Ópera,Frío,2,4,Azulado,Industrial;Contemporáneo;Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación baja (4/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Frío;Sereno;Natural
90BG 28/213,Firmamento,Frío,3,4,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación baja (4/10) que genera profundidad.,Bajo,Baja,Profundo;Frío;Sereno;Natural
10BB 73/045,Flor Alpina,Frío,7,3,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
44BB 54/129,Flor del Atardecer,Frío,6,4,Azulado,Contemporáneo,Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (6/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Frío;Sereno;Natural
30BB 23/291,Flor Oceánica,Frío,3,5,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Frío;Sereno;Natural
70BG 41/201,Flores de Mayo Azules,Frío,5,5,Azulado,Industrial;Contemporáneo,Dormitorio;Pasillo;Baño;Home office,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio.,Medio,Media,Suave;Frío;Sereno;Natural
17BB 54/211,Fresco Encuentro,Frío,6,6,Azulado,Contemporáneo,Living,Blanco;Gris claro;Negro mate;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (6/10) y saturación media (6/10) que equilibra el espacio.,Medio,Media,Suave;Frío;Sereno;Natural
73BG 64/122,Fresco Matinal,Frío,7,5,Azulado,Contemporáneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación media (5/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Frío;Sereno
90BG 72/063,Frío Súbito,Frío,7,3,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
11BB 35/316,Fruto del Bosque Azul,Frío,4,6,Azulado,Industrial;Contemporáneo,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (4/10) y saturación media (6/10) que equilibra el espacio.,Bajo,Media,Suave;Frío;Sereno;Natural
77BB 07/344,Fuerte Presencia,Frío,1,7,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (1/10) y saturación alta (7/10) que genera profundidad.,Muy Bajo,Alta,Profundo;Frío;Sereno;Alegre
30BB 08/263,Gota Azul,Frío,2,10,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy alta (10/10) que genera profundidad.,Muy Bajo,Muy Alta,Profundo;Frío;Sereno;Alegre
10BB 39/100,Gris Cobayo,Frío,4,3,Azulado,Industrial;Contemporáneo,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (4/10) y saturación baja (3/10) que equilibra el espacio.,Bajo,Baja,Suave;Frío;Sereno;Sobrio
70BB 15/081,Gris Elemental,Frío,2,2,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Frío;Sereno;Sobrio
64BG 78/058,Hielo Fluvial,Frío,8,4,Azulado,Minimalista;Nórdico;Japandi,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (8/10) y saturación baja (4/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
24BB 43/232,Horizonte Azul,Frío,5,5,Azulado,Industrial;Contemporáneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio.,Medio,Media,Suave;Frío;Sereno;Natural
70BG 59/124,Hortensia Azul,Frío,6,4,Azulado,Contemporáneo,Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (6/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Frío;Sereno;Natural
33BB 32/308,Hortensia Perfumada,Frío,4,5,Azulado,Industrial;Contemporáneo,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio.,Bajo,Media,Suave;Frío;Sereno;Natural
90BG 72/100,Huella de Esquí,Frío,7,5,Azulado,Contemporáneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación media (5/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Frío;Sereno
46BB 08/059,Índigo Profundo,Frío,1,2,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (1/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Frío;Sereno;Sobrio
70BG 10/214,Índigo Suave,Frío,2,8,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación alta (8/10) que genera profundidad.,Muy Bajo,Alta,Profundo;Frío;Sereno;Alegre
70BG 28/169,Invierno Azul,Frío,3,3,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,Bajo,Baja,Profundo;Frío;Sereno;Sobrio
64BB 46/254,Jazmín Azul,Frío,5,6,Azulado,Industrial;Contemporáneo,Baño;Home office,Blanco;Gris claro;Negro mate;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (5/10) y saturación media (6/10) que equilibra el espacio.,Medio,Media,Suave;Frío;Sereno;Natural
30BB 10/337,Jazz,Frío,2,10,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy alta (10/10) que genera profundidad.,Muy Bajo,Muy Alta,Profundo;Frío;Sereno;Alegre
50BB 11/216,Joya Matutina,Frío,2,4,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación baja (4/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Frío;Sereno;Natural
50BG 44/184,Lagos de Michigan,Frío,5,4,Azulado,Industrial;Contemporáneo,Dormitorio;Pasillo;Baño;Home office,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (5/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Frío;Sereno;Natural
10BB 12/310,Lapislázuli,Frío,2,10,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy alta (10/10) que genera profundidad.,Muy Bajo,Muy Alta,Profundo;Frío;Sereno;Alegre
51BB 27/310,Lavanda Artístico,Frío,3,5,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Frío;Sereno;Natural
38BB 69/096,Lavanda Crepúsculo,Frío,7,4,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación baja (4/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
53BB 69/079,Lavanda Matinal,Frío,7,3,Azulado,Minimalista;Nórdico;Japandi,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
48BB 56/162,Lila Moreno,Frío,6,5,Azulado,Contemporáneo,Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (6/10) y saturación media (5/10) que equilibra el espacio.,Medio,Media,Suave;Frío;Sereno;Natural
70BB 12/116,Límite Nocturno,Frío,2,2,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Frío;Sereno;Sobrio
08BB 46/152,Limpia Armonía,Frío,5,4,Azulado,Industrial;Contemporáneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (5/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Frío;Sereno;Natural
70BB 65/066,Línea del Horizonte,Frío,7,3,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
70BG 16/209,Llamas Azules,Frío,2,5,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación media (5/10) que genera profundidad.,Muy Bajo,Media,Profundo;Frío;Sereno;Natural
18BB 19/153,Lluvia de Medianoche,Frío,2,3,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación baja (3/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Frío;Sereno;Sobrio
30BB 14/242,Luz de Luna,Frío,2,5,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación media (5/10) que genera profundidad.,Muy Bajo,Media,Profundo;Frío;Sereno;Natural
70BB 07/103,Luz Negra,Frío,1,3,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (1/10) y saturación baja (3/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Frío;Sereno;Sobrio
47BB 74/091,Malva Brillante,Frío,8,5,Azulado,Contemporáneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (8/10) y saturación media (5/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Frío;Sereno
82BG 79/062,Mañana Junto al Mar,Frío,8,4,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (8/10) y saturación baja (4/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Frío;Sereno
30BB 63/058,Mar Azul,Frío,6,3,Azulado,Contemporáneo,Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (6/10) y saturación baja (3/10) que equilibra el espacio.,Medio,Baja,Suave;Frío;Sereno;Sobrio
50BG 32/114,Mar Balcánico,Frío,4,3,Azulado,Industrial;Contemporáneo,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (4/10) y saturación baja (3/10) que equilibra el espacio.,Bajo,Baja,Suave;Frío;Sereno;Sobrio
90BG 11/262,Mar Báltico,Frío,2,10,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy alta (10/10) que genera profundidad.,Muy Bajo,Muy Alta,Profundo;Frío;Sereno;Alegre
77BG 24/246,Mar de Marineros,Frío,3,5,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Frío;Sereno;Natural
90BG 21/302,Mar Índigo,Frío,3,8,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación alta (8/10) que genera profundidad.,Bajo,Alta,Profundo;Frío;Sereno;Alegre
50BG 62/133,Mar Reluciente,Frío,6,4,Azulado,Contemporáneo,Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (6/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Frío;Sereno;Natural
50BG 19/144,Marea,Frío,3,3,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,Bajo,Baja,Profundo;Frío;Sereno;Sobrio
70BB 28/080,Más Allá del Azul,Frío,3,2,Azulado,Industrial;Contemporáneo;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación muy baja (2/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Frío;Sereno;Sobrio
90BG 50/157,Mediterráneo,Frío,5,4,Azulado,Industrial;Contemporáneo,Dormitorio;Pasillo;Baño;Home office,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (5/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Frío;Sereno;Natural
58BB 51/183,Mermelada de Ciruela,Frío,5,5,Azulado,Industrial;Contemporáneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio.,Medio,Media,Suave;Frío;Sereno;Natural
50BB 83/020,Montaña Blanca,Neutro,8,2,Marfil,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Negro mate;Grafito;Verde oliva,Marfil neutro de luminosidad alto (8/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Neutro;Elegante
99BG 22/432,Movimiento del Viento,Frío,3,10,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad bajo (3/10) y saturación muy alta (10/10) que genera profundidad.,Bajo,Muy Alta,Profundo;Frío;Sereno;Alegre
47BG 62/184,Navegante Aventurero,Frío,7,6,Azulado,Contemporáneo,Living;Comedor;Cocina,Blanco;Gris claro;Negro mate;Neutros,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación media (6/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Frío;Sereno
10BB 11/350,Navegantes,Frío,2,10,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy alta (10/10) que genera profundidad.,Muy Bajo,Muy Alta,Profundo;Frío;Sereno;Alegre
10BB 13/362,Navíos en el Mar,Frío,2,10,Azulado,Industrial;Contemporáneo;Pop;Maximalista;Dramático,Baño;Home office,Blanco;Gris claro;Negro mate;Blanco roto;Neutros,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación muy alta (10/10) que genera profundidad.,Muy Bajo,Muy Alta,Profundo;Frío;Sereno;Alegre
10BB 73/026,Neblina,Frío,7,2,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Frío;Sereno
30BB 72/028,Neblina Azul,Frío,7,2,Azulado,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Gris claro;Negro mate,Negro mate;Grafito;Terracota;Mostaza,Azulado frío de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Frío;Sereno
27BB 10/138,Neptuno Profundo,Frío,2,4,Azulado,Industrial;Contemporáneo;Dramático,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Gris claro;Negro mate;Blanco roto,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad muy bajo (2/10) y saturación baja (4/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Frío;Sereno;Natural
10BB 50/177,Nobleza,Frío,5,5,Azulado,Industrial;Contemporáneo,Dormitorio;Pasillo;Baño;Home office,Blanco;Gris claro;Negro mate,Blanco;Crema;Terracota;Mostaza,Azulado frío de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio.,Medio,Media,Suave;Frío;Sereno;Natural
