codigo,nombre,hex,rgb,familia,subfamilia,url,imagen,temperatura,luminosidad,saturacion,nivel_luminosidad,nivel_saturacion,familia_visual,estilos_recomendados,ambientes_oficiales,ambientes_recomendados,combina_con,contrasta_con,sensacion_visual,descripcion_tecnica,descripcion_alba,superficies,texto_conocimiento
15YY 69/080,Estopa,#E1D4C6,"225,212,198",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/estopa-15yy-69-080-1671383,imagenes/15YY69080.jpg,Cálido,7,4,Alto,Baja,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (7/10) y saturación baja (4/10) que aporta amplitud visual.,,,"Color Alba 15YY 69/080 — Estopa. HEX #E1D4C6, RGB 225,212,198. Familia oficial: Dorado. Temperatura Cálido; luminosidad Alto (7/10); saturación Baja (4/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Minimalista, Nórdico, Japandi, Rústico, Mediterráneo. Ambientes recomendados: Living, Comedor, Cocina, Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (7/10) y saturación baja (4/10) que aporta amplitud visual."
25YY 62/353,Estrella Diurna,#F1C184,"241,193,132",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/estrella-diurna-25yy-62-353-1671554,imagenes/25YY62353.jpg,Cálido,6,8,Medio,Alta,Arena,Pop;Maximalista,,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Alegre,Arena cálido de luminosidad medio (6/10) y saturación alta (8/10) que equilibra el espacio.,,,"Color Alba 25YY 62/353 — Estrella Diurna. HEX #F1C184, RGB 241,193,132. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (6/10); saturación Alta (8/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (6/10) y saturación alta (8/10) que equilibra el espacio."
37YY 78/312,Estrella Fugaz,#FADAA1,"250,218,161",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/estrella-fugaz-37yy-78-312-1671950,imagenes/37YY78312.jpg,Cálido,8,9,Alto,Muy Alta,Arena,Pop;Maximalista,,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (8/10) y saturación muy alta (9/10) que aporta amplitud visual.,,,"Color Alba 37YY 78/312 — Estrella Fugaz. HEX #FADAA1, RGB 250,218,161. Familia oficial: Dorado. Temperatura Cálido; luminosidad Alto (8/10); saturación Muy Alta (9/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Pop, Maximalista. Ambientes recomendados: Living, Comedor, Cocina. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (8/10) y saturación muy alta (9/10) que aporta amplitud visual."
10YY 12/300,Expedición Africana,#825E39,"130,94,57",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/expedicion-africana-10yy-12-300-1671271,imagenes/10YY12300.jpg,Cálido,2,5,Muy Bajo,Media,Terracota,Dramático,,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Profundo;Cálido;Acogedor;Natural,Terracota cálido de luminosidad muy bajo (2/10) y saturación media (5/10) que genera profundidad.,,,"Color Alba 10YY 12/300 — Expedición Africana. HEX #825E39, RGB 130,94,57. Familia oficial: Dorado. Temperatura Cálido; luminosidad Muy Bajo (2/10); saturación Media (5/10). Familia visual: Terracota. Sensación: Profundo, Cálido, Acogedor, Natural. Estilos: Dramático. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Blanco roto. Contrasta con: Blanco, Crema, Azul profundo. Terracota cálido de luminosidad muy bajo (2/10) y saturación media (5/10) que genera profundidad."
19YY 51/758,Explosión Estelar *,#FEAB13,"254,171,19",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/explosion-estelar-19yy-51-758-1671432,imagenes/19YY51758.jpg,Cálido,6,10,Medio,Muy Alta,Terracota,Pop;Maximalista,,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Alegre,Terracota cálido de luminosidad medio (6/10) y saturación muy alta (10/10) que equilibra el espacio.,,,"Color Alba 19YY 51/758 — Explosión Estelar *. HEX #FEAB13, RGB 254,171,19. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (6/10); saturación Muy Alta (10/10). Familia visual: Terracota. Sensación: Suave, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Terracota cálido de luminosidad medio (6/10) y saturación muy alta (10/10) que equilibra el espacio."
10YY 38/316,Fantasía de Arce,#C59967,"197,153,103",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/fantasia-de-arce-10yy-38-316-1671290,imagenes/10YY38316.jpg,Cálido,4,5,Bajo,Media,Terracota,Contemporáneo,,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Terracota cálido de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio.,,,"Color Alba 10YY 38/316 — Fantasía de Arce. HEX #C59967, RGB 197,153,103. Familia oficial: Dorado. Temperatura Cálido; luminosidad Bajo (4/10); saturación Media (5/10). Familia visual: Terracota. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Contemporáneo. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Blanco roto. Contrasta con: Blanco, Crema, Azul profundo. Terracota cálido de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio."
03YY 66/105,Fantasía Malva,#E1CFBE,"225,207,190",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/fantasia-malva-03yy-66-105-1671021,imagenes/03YY66105.jpg,Cálido,7,4,Alto,Baja,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (7/10) y saturación baja (4/10) que aporta amplitud visual.,,,"Color Alba 03YY 66/105 — Fantasía Malva. HEX #E1CFBE, RGB 225,207,190. Familia oficial: Dorado. Temperatura Cálido; luminosidad Alto (7/10); saturación Baja (4/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Minimalista, Nórdico, Japandi, Rústico, Mediterráneo. Ambientes recomendados: Living, Comedor, Cocina, Dormitorio, Pasillo. Combina con: Blanco, Madera clara, Beige. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (7/10) y saturación baja (4/10) que aporta amplitud visual."
20YY 38/225,Fendi,#BD9F7B,"189,159,123",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/fendi-20yy-38-225-1671460,imagenes/20YY38225.jpg,Cálido,4,4,Bajo,Baja,Arena,Contemporáneo,,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Arena cálido de luminosidad bajo (4/10) y saturación baja (4/10) que equilibra el espacio.,,,"Color Alba 20YY 38/225 — Fendi. HEX #BD9F7B, RGB 189,159,123. Familia oficial: Dorado. Temperatura Cálido; luminosidad Bajo (4/10); saturación Baja (4/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Contemporáneo. Ambientes recomendados: Living. Combina con: Blanco, Madera clara, Beige, Blanco roto. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad bajo (4/10) y saturación baja (4/10) que equilibra el espacio."
23YY 61/631,Fervor Amarillo,#FFC04D,"255,192,77",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/fervor-amarillo-23yy-61-631-1671537,imagenes/23YY61631.jpg,Cálido,6,10,Medio,Muy Alta,Arena,Pop;Maximalista,,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Alegre,Arena cálido de luminosidad medio (6/10) y saturación muy alta (10/10) que equilibra el espacio.,,,"Color Alba 23YY 61/631 — Fervor Amarillo. HEX #FFC04D, RGB 255,192,77. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (6/10); saturación Muy Alta (10/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (6/10) y saturación muy alta (10/10) que equilibra el espacio."
09YY 57/689,Fiesta,#FFAF3E,"255,175,62",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/fiesta-09yy-57-689-1671066,imagenes/09YY57689.jpg,Cálido,6,10,Medio,Muy Alta,Arena,Pop;Maximalista,,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Alegre,Arena cálido de luminosidad medio (6/10) y saturación muy alta (10/10) que equilibra el espacio.,,,"Color Alba 09YY 57/689 — Fiesta. HEX #FFAF3E, RGB 255,175,62. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (6/10); saturación Muy Alta (10/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (6/10) y saturación muy alta (10/10) que equilibra el espacio."
13YY 60/475,Fresco Romano,#FBBD71,"251,189,113",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/fresco-romano-13yy-60-475-1671368,imagenes/13YY60475.jpg,Cálido,6,10,Medio,Muy Alta,Arena,Pop;Maximalista,,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Alegre,Arena cálido de luminosidad medio (6/10) y saturación muy alta (10/10) que equilibra el espacio.,,,"Color Alba 13YY 60/475 — Fresco Romano. HEX #FBBD71, RGB 251,189,113. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (6/10); saturación Muy Alta (10/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (6/10) y saturación muy alta (10/10) que equilibra el espacio."
21YY 84/128,Fulgor de Luz,#FAE8D1,"250,232,209",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/fulgor-de-luz-21yy-84-128-3137008,imagenes/21YY84128.jpg,Cálido,8,8,Alto,Alta,Arena,Pop;Maximalista,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (8/10) y saturación alta (8/10) que aporta amplitud visual.,,,"Color Alba 21YY 84/128 — Fulgor de Luz. HEX #FAE8D1, RGB 250,232,209. Familia oficial: Dorado. Temperatura Cálido; luminosidad Alto (8/10); saturación Alta (8/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Pop, Maximalista. Ambientes Alba: Living, Dormitorio, Comedor, Cocina, Baño, Pasillo, Home office, Cuarto de niños. Ambientes recomendados: Living, Dormitorio, Comedor, Cocina, Baño, Pasillo, Home office, Cuarto de niños. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (8/10) y saturación alta (8/10) que aporta amplitud visual."
09YY 59/325,Galleta de Caramelo,#EEBF8B,"238,191,139",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/galleta-de-caramelo-09yy-59-325-1671067,imagenes/09YY59325.jpg,Cálido,6,8,Medio,Alta,Arena,Pop;Maximalista,,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Alegre,Arena cálido de luminosidad medio (6/10) y saturación alta (8/10) que equilibra el espacio.,,,"Color Alba 09YY 59/325 — Galleta de Caramelo. HEX #EEBF8B, RGB 238,191,139. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (6/10); saturación Alta (8/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (6/10) y saturación alta (8/10) que equilibra el espacio."
04YY 39/480,Gamuza Color Miel,#D9974C,"217,151,76",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/gamuza-color-miel-04yy-39-480-1671031,imagenes/04YY39480.jpg,Cálido,4,7,Bajo,Alta,Terracota,Pop;Maximalista,,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Alegre,Terracota cálido de luminosidad bajo (4/10) y saturación alta (7/10) que equilibra el espacio.,,,"Color Alba 04YY 39/480 — Gamuza Color Miel. HEX #D9974C, RGB 217,151,76. Familia oficial: Dorado. Temperatura Cálido; luminosidad Bajo (4/10); saturación Alta (7/10). Familia visual: Terracota. Sensación: Suave, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Blanco roto, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Terracota cálido de luminosidad bajo (4/10) y saturación alta (7/10) que equilibra el espacio."
15YY 49/288,Gengibre Amarronado,#D8B081,"216,176,129",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/gengibre-amarronado-15yy-49-288-3136978,imagenes/15YY49288.jpg,Cálido,5,6,Medio,Media,Arena,Rústico;Mediterráneo,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Living;Dormitorio;Comedor;Cocina;Baño;Pasillo;Home office;Cuarto de niños,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Arena cálido de luminosidad medio (5/10) y saturación media (6/10) que equilibra el espacio.,,,"Color Alba 15YY 49/288 — Gengibre Amarronado. HEX #D8B081, RGB 216,176,129. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (5/10); saturación Media (6/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Rústico, Mediterráneo. Ambientes Alba: Living, Dormitorio, Comedor, Cocina, Baño, Pasillo, Home office, Cuarto de niños. Ambientes recomendados: Living, Dormitorio, Comedor, Cocina, Baño, Pasillo, Home office, Cuarto de niños. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (5/10) y saturación media (6/10) que equilibra el espacio."
00YY 41/475,Gota de Miel,#E09851,"224,152,81",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/gota-de-miel-00yy-41-475-1670981,imagenes/00YY41475.jpg,Cálido,5,7,Medio,Alta,Terracota,Pop;Maximalista,,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Alegre,Terracota cálido de luminosidad medio (5/10) y saturación alta (7/10) que equilibra el espacio.,,,"Color Alba 00YY 41/475 — Gota de Miel. HEX #E09851, RGB 224,152,81. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (5/10); saturación Alta (7/10). Familia visual: Terracota. Sensación: Suave, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Terracota cálido de luminosidad medio (5/10) y saturación alta (7/10) que equilibra el espacio."
20YY 49/271,Gran Cañón,#D2AF82,"210,175,130",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/gran-canon-20yy-49-271-1671472,imagenes/20YY49271.jpg,Cálido,5,5,Medio,Media,Arena,Rústico;Mediterráneo,,Dormitorio;Pasillo;Comedor;Living,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Arena cálido de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio.,,,"Color Alba 20YY 49/271 — Gran Cañón. HEX #D2AF82, RGB 210,175,130. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (5/10); saturación Media (5/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Dormitorio, Pasillo, Comedor, Living. Combina con: Blanco, Madera clara, Beige. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio."
20YY 74/192,Helado de Mango,#F4D8B6,"244,216,182",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/helado-de-mango-20yy-74-192-1671498,imagenes/20YY74192.jpg,Cálido,7,8,Alto,Alta,Arena,Pop;Maximalista,,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (7/10) y saturación alta (8/10) que aporta amplitud visual.,,,"Color Alba 20YY 74/192 — Helado de Mango. HEX #F4D8B6, RGB 244,216,182. Familia oficial: Dorado. Temperatura Cálido; luminosidad Alto (7/10); saturación Alta (8/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Pop, Maximalista. Ambientes recomendados: Living, Comedor, Cocina. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (7/10) y saturación alta (8/10) que aporta amplitud visual."
20YY 23/525,Henna,#B37F28,"179,127,40",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/henna-20yy-23-525-1671445,imagenes/20YY23525.jpg,Cálido,3,7,Bajo,Alta,Terracota,Pop;Maximalista;Dramático,,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Profundo;Cálido;Acogedor;Alegre,Terracota cálido de luminosidad bajo (3/10) y saturación alta (7/10) que genera profundidad.,,,"Color Alba 20YY 23/525 — Henna. HEX #B37F28, RGB 179,127,40. Familia oficial: Dorado. Temperatura Cálido; luminosidad Bajo (3/10); saturación Alta (7/10). Familia visual: Terracota. Sensación: Profundo, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista, Dramático. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Blanco roto, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Terracota cálido de luminosidad bajo (3/10) y saturación alta (7/10) que genera profundidad."
35YY 61/431,Hierba de Pradera,#EFC076,"239,192,118",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/hierba-de-pradera-35yy-61-431-1671932,imagenes/35YY61431.jpg,Cálido,6,8,Medio,Alta,Arena,Pop;Maximalista,,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Alegre,Arena cálido de luminosidad medio (6/10) y saturación alta (8/10) que equilibra el espacio.,,,"Color Alba 35YY 61/431 — Hierba de Pradera. HEX #EFC076, RGB 239,192,118. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (6/10); saturación Alta (8/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (6/10) y saturación alta (8/10) que equilibra el espacio."
30YY 77/169,Hilo Crema,#F4DDBE,"244,221,190",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/hilo-crema-30yy-77-169-1671893,imagenes/30YY77169.jpg,Cálido,8,7,Alto,Alta,Arena,Pop;Maximalista,,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (8/10) y saturación alta (7/10) que aporta amplitud visual.,,,"Color Alba 30YY 77/169 — Hilo Crema. HEX #F4DDBE, RGB 244,221,190. Familia oficial: Dorado. Temperatura Cálido; luminosidad Alto (8/10); saturación Alta (7/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Pop, Maximalista. Ambientes recomendados: Living, Comedor, Cocina. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (8/10) y saturación alta (7/10) que aporta amplitud visual."
10YY 30/560,Hoja de Cobre,#C88626,"200,134,38",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/hoja-de-cobre-10yy-30-560-1671284,imagenes/10YY30560.jpg,Cálido,4,7,Bajo,Alta,Terracota,Pop;Maximalista,,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Alegre,Terracota cálido de luminosidad bajo (4/10) y saturación alta (7/10) que equilibra el espacio.,,,"Color Alba 10YY 30/560 — Hoja de Cobre. HEX #C88626, RGB 200,134,38. Familia oficial: Dorado. Temperatura Cálido; luminosidad Bajo (4/10); saturación Alta (7/10). Familia visual: Terracota. Sensación: Suave, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Blanco roto, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Terracota cálido de luminosidad bajo (4/10) y saturación alta (7/10) que equilibra el espacio."
20YY 41/264,Hongo Aterciopelado,#C5A479,"197,164,121",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/hongo-aterciopelado-20yy-41-264-1671465,imagenes/20YY41264.jpg,Cálido,5,5,Medio,Media,Arena,Rústico;Mediterráneo,,Dormitorio;Pasillo;Comedor;Living,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Natural,Arena cálido de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio.,,,"Color Alba 20YY 41/264 — Hongo Aterciopelado. HEX #C5A479, RGB 197,164,121. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (5/10); saturación Media (5/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Natural. Estilos: Rústico, Mediterráneo. Ambientes recomendados: Dormitorio, Pasillo, Comedor, Living. Combina con: Blanco, Madera clara, Beige. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (5/10) y saturación media (5/10) que equilibra el espacio."
24YY 82/118,Insinuación Dorada,#F6E5D0,"246,229,208",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/insinuacion-dorada-24yy-82-118-1671544,imagenes/24YY82118.jpg,Cálido,8,7,Alto,Alta,Arena,Pop;Maximalista,,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (8/10) y saturación alta (7/10) que aporta amplitud visual.,,,"Color Alba 24YY 82/118 — Insinuación Dorada. HEX #F6E5D0, RGB 246,229,208. Familia oficial: Dorado. Temperatura Cálido; luminosidad Alto (8/10); saturación Alta (7/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Pop, Maximalista. Ambientes recomendados: Living, Comedor, Cocina. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (8/10) y saturación alta (7/10) que aporta amplitud visual."
22YY 71/347,Jengibre Durazno,#FBD295,"251,210,149",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/jengibre-durazno-22yy-71-347-1671528,imagenes/22YY71347.jpg,Cálido,7,9,Alto,Muy Alta,Arena,Pop;Maximalista,,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (7/10) y saturación muy alta (9/10) que aporta amplitud visual.,,,"Color Alba 22YY 71/347 — Jengibre Durazno. HEX #FBD295, RGB 251,210,149. Familia oficial: Dorado. Temperatura Cálido; luminosidad Alto (7/10); saturación Muy Alta (9/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Pop, Maximalista. Ambientes recomendados: Living, Comedor, Cocina. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (7/10) y saturación muy alta (9/10) que aporta amplitud visual."
45YY 83/187,Joven Celebridad,#F8E5C2,"248,229,194",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/joven-celebridad-45yy-83-187-1672116,imagenes/45YY83187.jpg,Cálido,8,8,Alto,Alta,Arena,Pop;Maximalista,,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Luminoso;Amplio;Cálido;Acogedor,Arena cálido de luminosidad alto (8/10) y saturación alta (8/10) que aporta amplitud visual.,,,"Color Alba 45YY 83/187 — Joven Celebridad. HEX #F8E5C2, RGB 248,229,194. Familia oficial: Dorado. Temperatura Cálido; luminosidad Alto (8/10); saturación Alta (8/10). Familia visual: Arena. Sensación: Luminoso, Amplio, Cálido, Acogedor. Estilos: Pop, Maximalista. Ambientes recomendados: Living, Comedor, Cocina. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Negro mate, Grafito, Azul profundo. Arena cálido de luminosidad alto (8/10) y saturación alta (8/10) que aporta amplitud visual."
20YY 63/258,Junco,#EAC79C,"234,199,156",Dorado,,https://www.alba.com.ar/es/paletas-de-colores/junco-20yy-63-258-1671487,imagenes/20YY63258.jpg,Cálido,6,7,Medio,Alta,Arena,Pop;Maximalista,,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Suave;Cálido;Acogedor;Alegre,Arena cálido de luminosidad medio (6/10) y saturación alta (7/10) que equilibra el espacio.,,,"Color Alba 20YY 63/258 — Junco. HEX #EAC79C, RGB 234,199,156. Familia oficial: Dorado. Temperatura Cálido; luminosidad Medio (6/10); saturación Alta (7/10). Familia visual: Arena. Sensación: Suave, Cálido, Acogedor, Alegre. Estilos: Pop, Maximalista. Ambientes recomendados: Comedor, Living. Combina con: Blanco, Madera clara, Beige, Neutros. Contrasta con: Blanco, Crema, Azul profundo. Arena cálido de luminosidad medio (6/10) y saturación alta (7/10) que equilibra el espacio."
